district_name,district_id,school_name,school_id,subject,grade,n1,ss1,n2,ss2,predicted,residuals,resid_z,resid_t,cooks,test_year,tprob,flagged_t95
BLACK RIVER,476,GEBHARDT EL,100,math,4,33,402.4,119,452.7,444.7678907,7.932109315,0.817976163,0.817844796,0.00089128,2007,0.207547097,0
BLOOMER,497,BLOOMER EL,20,math,4,58,425.6,63,464.9,462.887093,2.012907023,0.207406081,0.207309796,2.22E-05,2007,0.418223665,0
BRILLION,658,BRILLION EL,20,math,4,33,453.9,35,490.2,484.9893958,5.210604228,0.537163627,0.536978205,0.000295496,2007,0.297389774,0
BRISTOL,665,BRISTOL EL,20,math,4,49,442.7,54,470.3,476.2421947,-5.942194666,-0.612339453,-0.612153743,0.000234259,2007,0.271526739,0
BRODHEAD,700,RONALD R ALBREC,20,math,4,74,425.3,81,464.9,462.652793,2.247207053,0.231548707,0.231442404,2.78E-05,2007,0.408781035,0
ELMBROOK,714,BROOKFIELD EL,40,math,4,50,453.1,55,490.2,484.3645957,5.835404307,0.60155226,0.601366001,0.000357142,2007,0.275056279,0
ELMBROOK,714,BURLEIGH EL,80,math,4,101,462.5,110,499.6,491.7059966,7.894003378,0.814188967,0.814055766,0.000999302,2007,0.208693932,0
ELMBROOK,714,DIXON EL,100,math,4,75,443.2,84,487.5,476.6326947,10.86730529,1.119882778,1.120020961,0.000798946,2007,0.132967686,0
ELMBROOK,714,SWANSON EL,190,math,4,86,450.1,89,482.2,482.0215954,0.178404603,0.018388792,0.018379875,2.91E-07,2007,0.492688708,0
BROWN DEER,721,DEAN EL,80,math,4,83,431.3,97,475.3,467.3387935,7.96120646,0.820282482,0.820152249,0.000326046,2007,0.207080531,0
BRUCE,735,BRUCE EL,20,math,4,36,399.8,37,455.8,442.7372904,13.06270957,1.347271237,1.347804667,0.002710521,2007,0.093071082,0
BURLINGTON,777,WALLER EL,140,math,4,59,421.9,62,474.5,459.9973926,14.50260739,1.494403956,1.495299403,0.001274513,2007,0.069996061,0
CAMERON,903,CAMERON EL,20,math,4,46,429.3,49,465.1,465.7767933,-0.676793342,-0.069733579,-0.069699917,2.37E-06,2007,0.47236104,0
CAMPBELLSPORT,910,CAMPBELLSPT EL,20,math,4,57,439.6,63,480.3,473.8210944,6.478905641,0.667604053,0.667424487,0.000249623,2007,0.253488855,0
CEDARBURG,1015,PARKVIEW EL,70,math,4,65,459.4,70,497.1,489.2848963,7.815103685,0.805896933,0.805759836,0.000854358,2007,0.211574776,0
CHETEK,1078,ROSELAWN EL,80,math,4,56,414.3,52,461.4,454.0617919,7.33820814,0.756310294,0.756153208,0.000442592,2007,0.226518033,0
CHIPPEWA FALLS,1092,HILLCREST EL,120,math,4,46,454,50,477.8,485.0674958,-7.267495782,-0.749213081,-0.749053586,0.000577502,2007,0.228702921,0
CHIPPEWA FALLS,1092,PARKVIEW EL,220,math,4,65,421.8,68,458.6,459.9192926,-1.319292601,-0.135945197,-0.13588047,1.06E-05,2007,0.446161607,0
CLINTON,1134,CLINTON EL,40,math,4,65,417.6,64,453.5,456.6390922,-3.139092186,-0.323496405,-0.323355893,7.02E-05,2007,0.373748319,0
CLINTONVILLE,1141,LONGFELLOW EL,100,math,4,68,423.6,73,454.3,461.3250928,-7.025092779,-0.723871311,-0.723704102,0.0002838,2007,0.235796117,0
COLFAX,1176,COLFAX EL,20,math,4,44,414.4,47,456.5,454.1398919,2.36010813,0.243243023,0.243132006,4.56E-05,2007,0.404492044,0
CUDAHY,1253,LINCOLN EL,80,math,4,37,437.4,32,471,472.1028941,-1.102894142,-0.113641367,-0.113586953,6.80E-06,2007,0.455148836,0
CUDAHY,1253,PARKVIEW EL,120,math,4,29,412.4,24,459.1,452.5778917,6.522108327,0.672245803,0.672067016,0.000381049,2007,0.254118266,0
CUDAHY,1253,KOSCIUSZKO EL,140,math,4,31,422.3,26,457.4,460.3097927,-2.909792651,-0.299833918,-0.29970154,5.06E-05,2007,0.383441256,0
CUMBERLAND,1260,CUMBERLAND EL,40,math,4,66,437.1,67,469,471.8685941,-2.868594113,-0.295576604,-0.295445742,4.56E-05,2007,0.384290442,0
DEERFIELD,1309,DEERFIELD EL,20,math,4,39,458.5,41,478.2,488.5819962,-10.38199623,-1.070540509,-1.07061642,0.001448023,2007,0.145379862,0
DE FOREST,1316,WINDSOR EL,140,math,4,72,440.3,77,476.4,474.3677944,2.032205571,0.20940668,0.209309551,2.51E-05,2007,0.417383315,0
DE FOREST,1316,YAHARA EL,160,math,4,73,454.8,74,484.4,485.6922959,-1.292295861,-0.133229152,-0.133165671,1.89E-05,2007,0.447214385,0
KETTLE MORAINE,1376,CUSHING EL,40,math,4,71,467.6,71,496.5,495.6890971,0.810902875,0.083666648,0.083626347,1.31E-05,2007,0.466796106,0
KETTLE MORAINE,1376,DOUSMAN EL,60,math,4,78,457.2,74,485.7,487.5666961,-1.866696098,-0.192470696,-0.192380788,4.41E-05,2007,0.423989061,0
KETTLE MORAINE,1376,WALES EL,240,math,4,76,459.4,78,488.2,489.2848963,-1.084896315,-0.111874986,-0.111821396,1.65E-05,2007,0.455628005,0
DELAVANDARIEN,1380,DARIEN EL,10,math,4,37,428.1,31,478.7,464.8395932,13.86040678,1.428118901,1.428840108,0.001006337,2007,0.081690216,0
DELAVANDARIEN,1380,TURTLE CREEK EL,45,math,4,96,418.1,74,456.1,457.0295922,-0.929592236,-0.095797014,-0.09575097,6.03E-06,2007,0.461990364,0
DELAVANDARIEN,1380,WILEMAN EL,100,math,4,20,427.5,20,467.8,464.3709932,3.429006836,0.353312076,0.353162071,6.21E-05,2007,0.363927477,0
DENMARK,1407,DENMARK EL,60,math,4,111,438.3,114,482.7,472.8057942,9.894205769,1.019504256,1.019523751,0.000560084,2007,0.155066105,0
DE PERE,1414,DICKINSON EL,40,math,4,86,461.9,89,487.2,491.2373966,-4.037396562,-0.41640175,-0.416234762,0.000254665,2007,0.339125818,0
DE PERE,1414,HERITAGE EL,50,math,4,116,463.7,89,489.8,492.6431967,-2.84319674,-0.293271139,-0.293141106,0.000136509,2007,0.385052229,0
DODGEVILLE,1428,DODGEVILLE EL,20,math,4,49,445.5,50,484.1,478.4289949,5.671005058,0.584437593,0.58425088,0.000239182,2007,0.280865941,0
NORTHLAND PINES,1526,NORTHLAND EAGLE,40,math,4,38,462.6,44,484.2,491.7840966,-7.584096631,-0.782230218,-0.782082883,0.000926385,2007,0.219225706,0
NORTHLAND PINES,1526,NORTHLAND GERMA,100,math,4,22,439.7,23,476.3,473.8991944,2.400805631,0.247385979,0.247273315,3.44E-05,2007,0.403494869,0
EAST TROY,1540,PRAIRIE VW EL,100,math,4,104,431.8,112,475.4,467.7292936,7.670706411,0.79035124,0.790207272,0.000303014,2007,0.21554584,0
EAU CLAIRE,1554,FLYNN EL,100,math,4,32,420.2,32,462.3,458.6696924,3.630307557,0.374093829,0.373937742,8.48E-05,2007,0.355498049,0
EAU CLAIRE,1554,MONTESSORI CHTR,111,math,4,15,413.5,11,483.3,453.4369918,29.86300822,3.077909322,3.090648533,0.007598515,2007,0.005715664,1
EAU CLAIRE,1554,LOCUST LANE EL,220,math,4,51,420.8,46,467,459.1382925,7.861707498,0.810118115,0.809982982,0.000388984,2007,0.211106335,0
EAU CLAIRE,1554,LONGFELLOW EL,240,math,4,32,432.1,31,455.8,467.9635936,-12.16359362,-1.25327658,-1.253623932,0.000762817,2007,0.109830292,0
EAU CLAIRE,1554,MEADOWVIEW EL,350,math,4,58,447.4,58,483.7,479.9128951,3.78710487,0.39031178,0.390151272,0.000115889,2007,0.348939441,0
EAU CLAIRE,1554,PUTNAM HEIGHTS,420,math,4,46,453.6,43,486.9,484.7550957,2.144904258,0.221116075,0.221014056,4.94E-05,2007,0.41307623,0
EAU CLAIRE,1554,NORTHWOODS EL,422,math,4,52,435.9,48,464.7,470.931394,-6.231393994,-0.642066926,-0.641883812,0.000209775,2007,0.26203354,0
EAU CLAIRE,1554,ROBBINS EL,460,math,4,69,438.5,71,475.5,472.9619943,2.538005749,0.261518264,0.261400076,3.71E-05,2007,0.397275791,0
EAU CLAIRE,1554,DAVEY EL,500,math,4,47,409.9,45,463.5,450.6253914,12.87460857,1.327145911,1.327636658,0.001666112,2007,0.095572661,0
EAU CLAIRE,1554,LAKESHORE EL,590,math,4,55,414.8,58,467.7,454.4522919,13.24770809,1.365347976,1.365921103,0.001410668,2007,0.088664595,0
EDGERTON,1568,EDGERTON COMM,40,math,4,90,433,90,484.2,468.6664937,15.53350629,1.60050021,1.601714865,0.001251228,2007,0.056381144,0
ELKHART LAKE,1631,ELKHARTLAK EL,20,math,4,39,437.1,39,476.5,471.8685941,4.631405887,0.47721468,0.477035879,0.000118961,2007,0.318034355,0
ELKHORN,1638,W SIDE EL,100,math,4,53,431.5,58,480.8,467.4949936,13.30500644,1.37088083,1.371466368,0.000910929,2007,0.087802289,0
ERIN,1687,ERIN EL,20,math,4,34,453,31,486.2,484.2864957,1.913504317,0.197255847,0.197163882,3.82E-05,2007,0.422514522,0
EVANSVILLE,1694,T ROBINSON INT,100,math,4,130,437.4,136,465.6,472.1028941,-6.502894142,-0.670053228,-0.669874067,0.000236255,2007,0.252041125,0
FLORENCE,1855,FLORENCE EL,40,math,4,33,433.2,32,452.4,468.8226937,-16.42269373,-1.692119382,-1.693651982,0.001401012,2007,0.050179027,0
FOND DU LAC,1862,CHEGWIN EL,30,math,4,28,430.1,25,460.5,466.4015934,-5.901593421,-0.608070875,-0.607884923,0.00017948,2007,0.27448674,0
FOND DU LAC,1862,EVANS EL,80,math,4,42,420.8,37,454.5,459.1382925,-4.638292502,-0.477957846,-0.477778931,0.000135399,2007,0.317847969,0
FOND DU LAC,1862,LAKESHORE EL,200,math,4,77,441.9,77,472.3,475.6173946,-3.317394587,-0.341849095,-0.341702635,7.08E-05,2007,0.36675886,0
FOND DU LAC,1862,PARKSIDE EL,230,math,4,32,435.6,30,465.4,470.697094,-5.297093964,-0.545797447,-0.545611519,0.000150716,2007,0.294752803,0
FOND DU LAC,1862,PIER EL,240,math,4,63,432.5,64,467.9,468.2759937,-0.375993658,-0.038740569,-0.038721805,7.30E-07,2007,0.484617317,0
FOND DU LAC,1862,ROBERTS EL,260,math,4,59,439.9,60,473.4,474.0553944,-0.655394389,-0.067533984,-0.067501373,2.58E-06,2007,0.473205402,0
FORT ATKINSON,1883,LUTHER EL,100,math,4,37,453,43,486.8,484.2864957,2.513504317,0.259107554,0.258990298,6.60E-05,2007,0.398453945,0
FORT ATKINSON,1883,PURDY EL,160,math,4,51,438.5,43,469.2,472.9619943,-3.761994251,-0.387639076,-0.387479277,8.14E-05,2007,0.350179077,0
FRANKLIN,1900,COUNTRY DALE EL,40,math,4,57,442.4,55,485.5,476.0078946,9.492105364,0.978148573,0.978128049,0.000590932,2007,0.16618642,0
FRANKLIN,1900,PLEASANT VW EL,80,math,4,57,446.9,64,486.2,479.5223951,6.677604919,0.688205018,0.688029234,0.000352412,2007,0.246979989,0
FRANKLIN,1900,ROBINWOOD EL,100,math,4,52,453.6,59,483.7,484.7550957,-1.055095742,-0.108768785,-0.108716647,1.19E-05,2007,0.456901244,0
FREDERIC,1939,FREDERIC EL,20,math,4,36,432.5,35,466.1,468.2759937,-2.175993658,-0.224203867,-0.224100572,2.45E-05,2007,0.41201014,0
NORTHERN OZAU,1945,WISCONSIN VIR,100,math,4,54,427.4,52,468.5,464.2928932,4.207106846,0.433484921,0.433314134,9.36E-05,2007,0.333306918,0
FREEDOM,1953,FREEDOM EL,20,math,4,115,433.2,117,477.7,468.8226937,8.877306273,0.914677108,0.914604579,0.000409369,2007,0.181148249,0
GERMANTOWN,2058,MACARTHUR EL,120,math,4,56,474.5,54,503.7,501.0779978,2.622002193,0.2706852,0.270563509,0.000178806,2007,0.393888823,0
GILMANTON,2142,GILMANTON EL,40,math,4,11,487,11,503.3,510.840499,-7.540499042,-0.779454248,-0.779305796,0.002269576,2007,0.226923639,0
GLENDALE RIVER,2184,PARKWAY EL,60,math,4,81,445.5,85,478.2,478.4289949,-0.228994942,-0.023599565,-0.023588124,3.90E-07,2007,0.490618545,0
GRAFTON,2217,KENNEDY EL,30,math,4,34,457.5,38,482.9,487.8009961,-4.900996128,-0.505338551,-0.505155984,0.000308406,2007,0.308222603,0
GREEN BAY,2289,ALDO LEOPOLD,20,math,4,39,449.4,41,472.7,481.4748953,-8.774895328,-0.904435016,-0.904355122,0.000680924,2007,0.185610942,0
GREEN BAY,2289,BAIRD EL,30,math,4,52,441.9,46,479.9,475.6173946,4.282605413,0.441311621,0.441139216,0.000118054,2007,0.330612267,0
GREEN BAY,2289,BEAUMONT EL,60,math,4,40,417.4,36,451.7,456.4828922,-4.782892167,-0.492899529,-0.492718488,0.000164358,2007,0.312644262,0
GREEN BAY,2289,DANZ EL,140,math,4,37,414.9,50,445,454.5303919,-9.53039192,-0.982227098,-0.9822103,0.000726839,2007,0.165410645,0
GREEN BAY,2289,RED SMITH EL,160,math,4,43,441.2,45,483,475.0706945,7.929305482,0.817082418,0.816950616,0.000394553,2007,0.209179097,0
GREEN BAY,2289,EISENHOWER EL,200,math,4,42,424.1,52,446.7,461.7155928,-15.01559283,-1.547207512,-1.548255457,0.001278784,2007,0.063872231,0
GREEN BAY,2289,FORT HOWARD EL,280,math,4,30,414.6,31,442.5,454.2960919,-11.79609189,-1.215748311,-1.216030536,0.001128449,2007,0.116727713,0
GREEN BAY,2289,HOWE EL,320,math,4,49,424,56,454.3,461.6374928,-7.337492819,-0.756056753,-0.75589958,0.000306182,2007,0.226467413,0
GREEN BAY,2289,JEFFERSON EL,360,math,4,17,422.7,19,445.1,460.6221927,-15.52219269,-1.599442857,-1.600654076,0.001423058,2007,0.063428871,0
GREEN BAY,2289,KELLER EL,370,math,4,22,425,21,447.5,462.4184929,-14.91849292,-1.537183822,-1.538201861,0.001233785,2007,0.069835455,0
GREEN BAY,2289,KENNEDY EL,380,math,4,29,416.1,32,466.1,455.467592,10.63240796,1.095761612,1.095868381,0.000858338,2007,0.140788632,0
GREEN BAY,2289,MARTIN EL,435,math,4,54,445.7,54,476.8,478.585195,-1.785194962,-0.183978201,-0.183891975,2.39E-05,2007,0.427399984,0
GREEN BAY,2289,MCAULIFFE EL,437,math,4,87,440.5,83,478.2,474.5239945,3.676005552,0.378791938,0.37863454,8.28E-05,2007,0.352968914,0
GREEN BAY,2289,NICOLET EL,440,math,4,37,429.5,50,446.2,465.9329934,-19.73299336,-2.03319275,-2.036292917,0.00201297,2007,0.023572254,1
GREEN BAY,2289,SULLIVAN EL,590,math,4,61,442.4,68,459,476.0078946,-17.00789464,-1.752640456,-1.754405755,0.001897203,2007,0.041966621,0
GREEN BAY,2289,TANK EL,640,math,4,14,423.8,18,448.5,461.4812928,-12.9812928,-1.33759899,-1.338111709,0.00096362,2007,0.099242288,0
GREEN BAY,2289,WILDER EL,730,math,4,76,446.2,77,455.9,478.975695,-23.07569501,-2.378166089,-2.383559119,0.004081433,2007,0.009821689,1
GREENDALE,2296,CANTERBURY EL,40,math,4,47,481.6,52,521,506.6230985,14.37690149,1.485240854,1.48611109,0.006916233,2007,0.071702923,0
GREENDALE,2296,COLLEGE PARK EL,50,math,4,42,460.7,42,494,490.3001964,3.699803556,0.381555079,0.381396922,0.000202878,2007,0.352439086,0
GREENDALE,2296,HIGHLAND VIEW,100,math,4,40,456.3,44,482.9,486.863796,-3.963796009,-0.408678277,-0.408513124,0.000190985,2007,0.342462164,0
GREENFIELD,2303,EDGEWOOD EL,60,math,4,32,462.5,37,482.7,491.7059966,-9.005996622,-0.928880155,-0.928818305,0.001300665,2007,0.179584779,0
GREENFIELD,2303,GLENWOOD EL,100,math,4,33,426.9,19,467,463.9023931,3.097606895,0.319167378,0.319028317,5.12E-05,2007,0.376688772,0
HAMILTON,2420,MARCY EL,120,math,4,58,451.4,63,490,483.0368955,6.963104475,0.717749699,0.717580831,0.000470049,2007,0.237855426,0
HAMILTON,2420,WOODSIDE EL,150,math,4,92,456.1,96,489.8,486.707596,3.092404011,0.318832053,0.318693104,0.000115183,2007,0.37532943,0
SAINT CROIX CEN,2422,SAINTCROIX CEN,40,math,4,82,433,93,464.6,468.6664937,-4.066493708,-0.41899259,-0.418825003,8.58E-05,2007,0.338160112,0
HARTFORD J1,2443,LINCOLN EL,40,math,4,75,422.6,74,466.2,460.5440927,5.65590732,0.58279886,0.58261213,0.000189528,2007,0.280974883,0
HARTLAND LAKE,2460,SOUTH EL,40,math,4,79,456.9,74,494.8,487.3323961,7.467603932,0.769954884,0.769802744,0.000696709,2007,0.221950421,0
HAYWARD,2478,HAYWARD INT,110,math,4,107,423.6,116,474.6,461.3250928,13.27490722,1.367857308,1.368436049,0.001013379,2007,0.086921564,0
SOUTHWESTERN,2485,S WESTERN EL,40,math,4,30,414.3,35,454.9,454.0617919,0.83820814,0.086389679,0.086348085,5.77E-06,2007,0.465848117,0
HIGHLAND,2527,HIGHLAND EL,20,math,4,12,419.8,12,467.3,458.3572924,8.942707596,0.921531339,0.921463896,0.00052216,2007,0.188287806,0
HOLMEN,2562,EVERGREEN EL,10,math,4,62,442.3,71,475.9,475.9297946,-0.029794626,-0.003070289,-0.003068799,5.80E-09,2007,0.498780093,0
HOLMEN,2562,VIKING EL,100,math,4,91,433.3,91,470.2,468.9007937,1.299206263,0.133864343,0.13380057,8.78E-06,2007,0.446929509,0
HOLMEN,2562,SAND LAKE EL,160,math,4,64,435.8,65,479.2,470.853294,8.346706016,0.860022422,0.859913746,0.000375633,2007,0.196523181,0
HORICON,2576,VAN BRUNT EL,40,math,4,56,433.2,60,468.6,468.8226937,-0.222693727,-0.022945345,-0.02293422,2.58E-07,2007,0.490890067,0
HORTONVILLE,2583,GREENVILLE EL,10,math,4,115,432.5,127,472.6,468.2759937,4.324006342,0.445524709,0.445351465,9.66E-05,2007,0.328414994,0
HORTONVILLE,2583,HORTONVILL EL,20,math,4,94,442.9,96,474.5,476.3983947,-1.898394685,-0.195629337,-0.195538069,2.41E-05,2007,0.422694681,0
HOWARD SUAMICO,2604,FOREST GLEN EL,40,math,4,121,448.2,124,475.4,480.5376952,-5.137695209,-0.529522809,-0.529337931,0.000221063,2007,0.298762554,0
HOWARD SUAMICO,2604,MEADOWBROOK EL,50,math,4,66,439.5,65,479.9,473.7429944,6.15700565,0.63443349,0.634249555,0.000224727,2007,0.264089296,0
HUDSON,2611,WILLOW RIVER,10,math,4,49,439,54,466.5,473.3524943,-6.8524943,-0.706092431,-0.705920621,0.000274137,2007,0.241664524,0
HUDSON,2611,NORTH HUDSON,100,math,4,54,452.5,59,480.3,483.8959956,-3.595995634,-0.370689145,-0.370534023,0.000131909,2007,0.356167225,0
HUDSON,2611,ROCK EL,120,math,4,77,441.9,79,483.7,475.6173946,8.082605413,0.832891979,0.832768168,0.000420502,2007,0.203759069,0
HUDSON,2611,HUDSON PRAIRIE,140,math,4,84,435.2,83,468.2,470.3846939,-2.184693925,-0.225103819,-0.225000154,2.55E-05,2007,0.41126946,0
HURLEY,2618,HURLEY EL,80,math,4,41,428.3,51,465.4,464.9957932,0.404206757,0.041647741,0.041627574,8.54E-07,2007,0.48348069,0
JANESVILLE,2695,ADAMS EL,20,math,4,76,437.5,68,471.1,472.1809942,-1.080994152,-0.111384956,-0.111331595,6.54E-06,2007,0.455843126,0
JANESVILLE,2695,JACKSON EL,140,math,4,36,423.4,33,458.8,461.1688928,-2.368892759,-0.244093408,-0.243982052,3.25E-05,2007,0.404401122,0
JANESVILLE,2695,KENNEDY EL,180,math,4,57,439.4,53,470.8,473.6648943,-2.86489434,-0.295205473,-0.295074744,4.85E-05,2007,0.384555865,0
JANESVILLE,2695,LINCOLN EL,200,math,4,61,438.6,57,469.8,473.0400943,-3.240094261,-0.333862576,-0.333718665,6.06E-05,2007,0.369919147,0
JANESVILLE,2695,MADISON EL,220,math,4,51,451.9,50,475.6,483.4273956,-7.827395575,-0.806857094,-0.80672044,0.000607869,2007,0.211862983,0
JANESVILLE,2695,MONROE EL,260,math,4,66,443.5,55,480.2,476.8669947,3.333005255,0.343470944,0.343323974,7.61E-05,2007,0.36634392,0
JANESVILLE,2695,ROOSEVELT EL,320,math,4,43,453,45,484.3,484.2864957,0.013504317,0.001392108,0.001391433,1.90E-09,2007,0.499448044,0
JANESVILLE,2695,VAN BUREN EL,330,math,4,49,430.3,50,464.3,466.5577934,-2.257793441,-0.232631742,-0.232524999,2.63E-05,2007,0.408549387,0
JANESVILLE,2695,WASHINGTON EL,340,math,4,65,429.5,64,466,465.9329934,0.067006638,0.006904042,0.006900693,2.32E-08,2007,0.497257946,0
JANESVILLE,2695,WILSON EL,360,math,4,41,430.2,34,470.4,466.4796934,3.920306569,0.403928844,0.403764854,7.92E-05,2007,0.344495133,0
JEFFERSON,2702,WEST EL,85,math,4,26,431.3,22,463.6,467.3387935,-3.73879354,-0.385226392,-0.385067239,7.19E-05,2007,0.352030023,0
JUDA,2737,JUDA EL,20,math,4,19,412.8,20,467.7,452.8902917,14.80970829,1.526440881,1.52742737,0.001929141,2007,0.071565603,0
KAUKAUNA,2758,QUINNEY  EL,100,math,4,125,431.2,132,468.9,467.2606935,1.63930647,0.168905847,0.16882625,1.38E-05,2007,0.433096854,0
KAUKAUNA,2758,HAEN EL,120,math,4,45,418.4,45,457.4,457.2638923,0.136107735,0.014026162,0.01401936,1.28E-07,2007,0.494438956,0
